[11:15:52] [main/INFO]: ModLauncher running: args [--username, Casmin7, --version, forge-43.2.6, --gameDir, D:\Games\Mc\Instances\Starlight Society, --assetsDir, D:\Games\Mc\Install\assets, --assetIndex, 1.19, --uuid, 82f7ff2fdabd4b699217fbbd8d63ccff, --accessToken, ????????, --clientId, Y2IxMmNmNWYtOGZiNS00ZDYyLTg1NTgtM2E3MDIxMzRlNGZi, --xuid, 2535466807799235, --userType, msa, --versionType, release, --width, 1024, --height, 768, --launchTarget, forgeclient, --fml.forgeVersion, 43.2.6, --fml.mcVersion, 1.19.2, --fml.forgeGroup, net.minecraftforge, --fml.mcpVersion, 20220805.130853]
[11:15:52] [main/INFO]: ModLauncher 10.0.8+10.0.8+main.0ef7e830 starting: java version 17.0.3 by Microsoft; OS Windows 10 arch amd64 version 10.0
[11:16:15] [modloading-worker-0/INFO]: Found Quark module class vazkii.quark.content.management.module.ExpandedItemInteractionsModule
[11:16:15] [modloading-worker-0/INFO]: Found Quark module class vazkii.quark.content.management.module.EasyTransferingModule
[11:16:15] [modloading-worker-0/INFO]: Found Quark module class vazkii.quark.content.management.module.AutomaticToolRestockModule
[11:16:15] [modloading-worker-0/INFO]: Found Quark module class vazkii.quark.content.experimental.module.SpawnerReplacerModule
[11:16:15] [modloading-worker-0/INFO]: Found Quark module class vazkii.quark.content.experimental.module.OverlayShaderModule
[11:16:15] [modloading-worker-0/INFO]: Found Quark module class vazkii.quark.content.experimental.module.NarratorReadoutModule
[11:16:15] [modloading-worker-0/INFO]: Found Quark module class vazkii.quark.content.experimental.module.GameNerfsModule
[11:16:15] [modloading-worker-0/INFO]: Found Quark module class vazkii.quark.content.experimental.module.EnchantmentsBegoneModule
[11:16:15] [modloading-worker-0/INFO]: Found Quark module class vazkii.quark.content.experimental.module.AdjustableChatModule
[11:16:15] [modloading-worker-0/INFO]: Found Quark module class vazkii.quark.content.client.module.WoolShutsUpMinecartsModule
[11:16:15] [modloading-worker-0/INFO]: Found Quark module class vazkii.quark.content.client.module.VariantAnimalTexturesModule
[11:16:15] [modloading-worker-0/INFO]: Found Quark module class vazkii.quark.content.client.module.UsesForCursesModule
[11:16:15] [modloading-worker-0/INFO]: Found Quark module class vazkii.quark.content.client.module.UsageTickerModule
[11:16:15] [modloading-worker-0/INFO]: Found Quark module class vazkii.quark.content.client.module.SoulCandlesModule
[11:16:15] [modloading-worker-0/INFO]: Found Quark module class vazkii.quark.content.client.module.MicrocraftingHelperModule
[11:16:15] [modloading-worker-0/INFO]: Found Quark module class vazkii.quark.content.client.module.LongRangePickBlockModule
[11:16:15] [modloading-worker-0/INFO]: Found Quark module class vazkii.quark.content.client.module.ImprovedTooltipsModule
[11:16:15] [modloading-worker-0/INFO]: Found Quark module class vazkii.quark.content.client.module.GreenerGrassModule
[11:16:15] [modloading-worker-0/INFO]: Found Quark module class vazkii.quark.content.client.module.ElytraIndicatorModule
[11:16:15] [modloading-worker-0/INFO]: Found Quark module class vazkii.quark.content.client.module.ChestSearchingModule
[11:16:15] [modloading-worker-0/INFO]: Found Quark module class vazkii.quark.content.client.module.CameraModule
[11:16:15] [modloading-worker-0/INFO]: Found Quark module class vazkii.quark.content.client.module.BackButtonKeybindModule
[11:16:15] [modloading-worker-0/INFO]: Found Quark module class vazkii.quark.content.client.module.AutoWalkKeybindModule
[11:16:15] [modloading-worker-0/INFO]: Found Quark module class vazkii.quark.content.building.module.WoodenPostsModule
[11:16:15] [modloading-worker-0/INFO]: Found Quark module class vazkii.quark.content.building.module.VerticalSlabsModule
[11:16:15] [modloading-worker-0/INFO]: Found Quark module class vazkii.quark.content.building.module.VerticalPlanksModule
[11:16:15] [modloading-worker-0/INFO]: Found Quark module class vazkii.quark.content.building.module.VariantLaddersModule
[11:16:15] [modloading-worker-0/INFO]: Found Quark module class vazkii.quark.content.building.module.VariantFurnacesModule
[11:16:15] [modloading-worker-0/INFO]: Found Quark module class vazkii.quark.content.building.module.VariantChestsModule
[11:16:15] [modloading-worker-0/INFO]: Found Quark module class vazkii.quark.content.building.module.VariantBookshelvesModule
[11:16:15] [modloading-worker-0/INFO]: Found Quark module class vazkii.quark.content.building.module.ThatchModule
[11:16:15] [modloading-worker-0/INFO]: Found Quark module class vazkii.quark.content.building.module.SturdyStoneModule
[11:16:15] [modloading-worker-0/INFO]: Found Quark module class vazkii.quark.content.building.module.StoolsModule
[11:16:15] [modloading-worker-0/INFO]: Found Quark module class vazkii.quark.content.building.module.SoulSandstoneModule
[11:16:15] [modloading-worker-0/INFO]: Found Quark module class vazkii.quark.content.building.module.ShinglesModule
[11:16:15] [modloading-worker-0/INFO]: Found Quark module class vazkii.quark.content.building.module.ShearVinesModule
[11:16:15] [modloading-worker-0/INFO]: Found Quark module class vazkii.quark.content.building.module.RopeModule
[11:16:15] [modloading-worker-0/INFO]: Found Quark module class vazkii.quark.content.building.module.RawMetalBricksModule
[11:16:15] [modloading-worker-0/INFO]: Found Quark module class vazkii.quark.content.building.module.NetherBrickFenceGateModule
[11:16:15] [modloading-worker-0/INFO]: Found Quark module class vazkii.quark.content.building.module.MoreStoneVariantsModule
[11:16:15] [modloading-worker-0/INFO]: Found Quark module class vazkii.quark.content.building.module.MorePottedPlantsModule
[11:16:15] [modloading-worker-0/INFO]: Found Quark module class vazkii.quark.content.building.module.MoreMudBlocksModule
[11:16:15] [modloading-worker-0/INFO]: Found Quark module class vazkii.quark.content.building.module.MoreBrickTypesModule
[11:16:15] [modloading-worker-0/INFO]: Found Quark module class vazkii.quark.content.building.module.MidoriModule
[11:16:15] [modloading-worker-0/INFO]: Found Quark module class vazkii.quark.content.building.module.LeafCarpetModule
[11:16:15] [modloading-worker-0/INFO]: Found Quark module class vazkii.quark.content.building.module.JapanesePaletteModule
[11:16:15] [modloading-worker-0/INFO]: Found Quark module class vazkii.quark.content.building.module.IndustrialPaletteModule
[11:16:15] [modloading-worker-0/INFO]: Found Quark module class vazkii.quark.content.building.module.HollowLogsModule
[11:16:15] [modloading-worker-0/INFO]: Found Quark module class vazkii.quark.content.building.module.HedgesModule
[11:16:15] [modloading-worker-0/INFO]: Found Quark module class vazkii.quark.content.building.module.GrateModule
[11:16:15] [modloading-worker-0/INFO]: Found Quark module class vazkii.quark.content.building.module.GoldBarsModule
[11:16:15] [modloading-worker-0/INFO]: Found Quark module class vazkii.quark.content.building.module.GlassItemFrameModule
[11:16:15] [modloading-worker-0/INFO]: Found Quark module class vazkii.quark.content.building.module.FramedGlassModule
[11:16:15] [modloading-worker-0/INFO]: Found Quark module class vazkii.quark.content.building.module.DuskboundBlocksModule
[11:16:15] [modloading-worker-0/INFO]: Found Quark module class vazkii.quark.content.building.module.CompressedBlocksModule
[11:16:15] [modloading-worker-0/INFO]: Found Quark module class vazkii.quark.content.building.module.CelebratoryLampsModule
[11:16:15] [modloading-worker-0/INFO]: Found Quark module class vazkii.quark.content.building.module.BambooBackportModule
[11:16:15] [modloading-worker-0/INFO]: Found Quark module class vazkii.quark.content.automation.module.RedstoneRandomizerModule
[11:16:15] [modloading-worker-0/INFO]: Found Quark module class vazkii.quark.content.automation.module.PistonsMoveTileEntitiesModule
[11:16:15] [modloading-worker-0/INFO]: Found Quark module class vazkii.quark.content.automation.module.ObsidianPlateModule
[11:16:15] [modloading-worker-0/INFO]: Found Quark module class vazkii.quark.content.automation.module.MetalButtonsModule
[11:16:15] [modloading-worker-0/INFO]: Found Quark module class vazkii.quark.content.automation.module.JukeboxAutomationModule
[11:16:15] [modloading-worker-0/INFO]: Found Quark module class vazkii.quark.content.automation.module.IronRodModule
[11:16:15] [modloading-worker-0/INFO]: Found Quark module class vazkii.quark.content.automation.module.GravisandModule
[11:16:15] [modloading-worker-0/INFO]: Found Quark module class vazkii.quark.content.automation.module.FeedingTroughModule
[11:16:15] [modloading-worker-0/INFO]: Found Quark module class vazkii.quark.content.automation.module.EnderWatcherModule
[11:16:15] [modloading-worker-0/INFO]: Found Quark module class vazkii.quark.content.automation.module.DispensersPlaceBlocksModule
[11:16:15] [modloading-worker-0/INFO]: Found Quark module class vazkii.quark.content.automation.module.ChuteModule
[11:16:15] [modloading-worker-0/INFO]: Found Quark module class vazkii.quark.content.automation.module.ChainsConnectBlocksModule
[11:16:15] [modloading-worker-0/INFO]: Found Quark module class vazkii.quark.addons.oddities.module.TotemOfHoldingModule
[11:16:15] [modloading-worker-0/INFO]: Found Quark module class vazkii.quark.addons.oddities.module.TinyPotatoModule
[11:16:15] [modloading-worker-0/INFO]: Found Quark module class vazkii.quark.addons.oddities.module.PipesModule
[11:16:15] [modloading-worker-0/INFO]: Found Quark module class vazkii.quark.addons.oddities.module.MatrixEnchantingModule
[11:16:15] [modloading-worker-0/INFO]: Found Quark module class vazkii.quark.addons.oddities.module.MagnetsModule
[11:16:15] [modloading-worker-0/INFO]: Found Quark module class vazkii.quark.addons.oddities.module.CrateModule
[11:16:15] [modloading-worker-0/INFO]: Found Quark module class vazkii.quark.addons.oddities.module.BackpackModule
[11:16:15] [modloading-worker-0/INFO]: Dispatching Module Step CONSTRUCT
[11:16:15] [modloading-worker-0/INFO]: Loading Module Redstone Randomizer
[11:16:15] [modloading-worker-0/INFO]: Loading Module Pistons Move Tile Entities
[11:16:15] [modloading-worker-0/INFO]: Loading Module Obsidian Plate
[11:16:15] [modloading-worker-0/INFO]: Loading Module Metal Buttons
[11:16:15] [modloading-worker-0/INFO]: Loading Module Jukebox Automation
[11:16:15] [modloading-worker-0/INFO]: Loading Module Iron Rod
[11:16:15] [modloading-worker-0/INFO]: Loading Module Gravisand
[11:16:15] [modloading-worker-0/INFO]: Loading Module Feeding Trough
[11:16:15] [modloading-worker-0/INFO]: Loading Module Ender Watcher
[11:16:15] [modloading-worker-0/INFO]: Loading Module Dispensers Place Blocks
[11:16:15] [modloading-worker-0/INFO]: Loading Module Chute
[11:16:15] [modloading-worker-0/INFO]: Loading Module Chains Connect Blocks
[11:16:15] [modloading-worker-0/INFO]: Loading Module Wooden Posts
[11:16:15] [modloading-worker-0/INFO]: Loading Module Vertical Slabs
[11:16:15] [modloading-worker-0/INFO]: Loading Module Vertical Planks
[11:16:15] [modloading-worker-0/INFO]: Loading Module Variant Ladders
[11:16:15] [modloading-worker-0/INFO]: Loading Module Variant Furnaces
[11:16:15] [modloading-worker-0/INFO]: Loading Module Variant Chests
[11:16:15] [modloading-worker-0/INFO]: Loading Module Variant Bookshelves
[11:16:15] [modloading-worker-0/INFO]: Loading Module Thatch
[11:16:15] [modloading-worker-0/INFO]: Loading Module Sturdy Stone
[11:16:15] [modloading-worker-0/INFO]: Loading Module Stools
[11:16:15] [modloading-worker-0/INFO]: Loading Module Soul Sandstone
[11:16:15] [modloading-worker-0/INFO]: Loading Module Shingles
[11:16:15] [modloading-worker-0/INFO]: Loading Module Shear Vines
[11:16:15] [modloading-worker-0/INFO]: Loading Module Rope
[11:16:15] [modloading-worker-0/INFO]: Loading Module Raw Metal Bricks
[11:16:15] [modloading-worker-0/INFO]: Loading Module Nether Brick Fence Gate
[11:16:15] [modloading-worker-0/INFO]: Loading Module More Stone Variants
[11:16:15] [modloading-worker-0/INFO]: Loading Module More Potted Plants
[11:16:15] [modloading-worker-0/INFO]: Loading Module More Mud Blocks
[11:16:15] [modloading-worker-0/INFO]: Loading Module More Brick Types
[11:16:15] [modloading-worker-0/INFO]: Loading Module Midori
[11:16:15] [modloading-worker-0/INFO]: Loading Module Leaf Carpet
[11:16:15] [modloading-worker-0/INFO]: Loading Module Japanese Palette
[11:16:15] [modloading-worker-0/INFO]: Loading Module Industrial Palette
[11:16:15] [modloading-worker-0/INFO]: Loading Module Hollow Logs
[11:16:15] [modloading-worker-0/INFO]: Loading Module Hedges
[11:16:15] [modloading-worker-0/INFO]: Loading Module Grate
[11:16:15] [modloading-worker-0/INFO]: Loading Module Gold Bars
[11:16:15] [modloading-worker-0/INFO]: Loading Module Glass Item Frame
[11:16:15] [modloading-worker-0/INFO]: Loading Module Framed Glass
[11:16:15] [modloading-worker-0/INFO]: Loading Module Duskbound Blocks
[11:16:15] [modloading-worker-0/INFO]: Loading Module Compressed Blocks
[11:16:15] [modloading-worker-0/INFO]: Loading Module Celebratory Lamps
[11:16:15] [modloading-worker-0/INFO]: Loading Module Bamboo Backport
[11:16:15] [modloading-worker-0/INFO]: Loading Module Quick Armor Swapping
[11:16:15] [modloading-worker-0/INFO]: Loading Module Item Sharing
[11:16:15] [modloading-worker-0/INFO]: Loading Module Inventory Sorting
[11:16:15] [modloading-worker-0/INFO]: Loading Module Hotbar Changer
[11:16:15] [modloading-worker-0/INFO]: Loading Module Expanded Item Interactions
[11:16:15] [modloading-worker-0/INFO]: Loading Module Easy Transfering
[11:16:15] [modloading-worker-0/INFO]: Loading Module Automatic Tool Restock
[11:16:15] [modloading-worker-0/INFO]: Loading Module Trowel
[11:16:15] [modloading-worker-0/INFO]: Loading Module Torch Arrow
[11:16:15] [modloading-worker-0/INFO]: Loading Module Slime In A Bucket
[11:16:15] [modloading-worker-0/INFO]: Loading Module Skull Pikes
[11:16:15] [modloading-worker-0/INFO]: Loading Module Seed Pouch
[11:16:15] [modloading-worker-0/INFO]: Loading Module Pickarang
[11:16:15] [modloading-worker-0/INFO]: Loading Module Pathfinder Maps
[11:16:15] [modloading-worker-0/INFO]: Loading Module Parrot Eggs
[11:16:15] [modloading-worker-0/INFO]: Loading Module Endermosh Music Disc
[11:16:15] [modloading-worker-0/INFO]: Loading Module Color Runes
[11:16:15] [modloading-worker-0/INFO]: Loading Module Bundle Recipe
[11:16:15] [modloading-worker-0/INFO]: Loading Module Bottled Cloud
[11:16:15] [modloading-worker-0/INFO]: Loading Module Beacon Redirection
[11:16:15] [modloading-worker-0/INFO]: Loading Module Ancient Tomes
[11:16:15] [modloading-worker-0/INFO]: Loading Module Ambient Discs
[11:16:15] [modloading-worker-0/INFO]: Loading Module Abacus
[11:16:15] [modloading-worker-0/INFO]: Loading Module Zombie Villagers On Normal
[11:16:15] [modloading-worker-0/INFO]: Loading Module Villagers Follow Emeralds
[11:16:15] [modloading-worker-0/INFO]: Loading Module Vexes Die With Their Masters
[11:16:15] [modloading-worker-0/INFO]: Loading Module Utility Recipes
[11:16:15] [modloading-worker-0/INFO]: Loading Module Sponge On Water Placement
[11:16:15] [modloading-worker-0/INFO]: Loading Module Snow Golem Player Heads
[11:16:15] [modloading-worker-0/INFO]: Loading Module Slabs To Blocks
[11:16:15] [modloading-worker-0/INFO]: Loading Module Simple Harvest
[11:16:15] [modloading-worker-0/INFO]: Loading Module Sign Editing
[11:16:15] [modloading-worker-0/INFO]: Loading Module Shulker Packing
[11:16:15] [modloading-worker-0/INFO]: Loading Module Safer Creatures
[11:16:15] [modloading-worker-0/INFO]: Loading Module Replace Scaffolding
[11:16:15] [modloading-worker-0/INFO]: Loading Module Renewable Spore Blossoms
[11:16:15] [modloading-worker-0/INFO]: Loading Module Reacharound Placing
[11:16:15] [modloading-worker-0/INFO]: Loading Module Poison Potato Usage
[11:16:15] [modloading-worker-0/INFO]: Loading Module Pig Litters
[11:16:15] [modloading-worker-0/INFO]: Loading Module Pat The Dogs
[11:16:15] [modloading-worker-0/INFO]: Loading Module No Durability On Cosmetics
[11:16:15] [modloading-worker-0/INFO]: Loading Module More Note Block Sounds
[11:16:15] [modloading-worker-0/INFO]: Loading Module More Banner Layers
[11:16:15] [modloading-worker-0/INFO]: Loading Module Lock Rotation
[11:16:15] [modloading-worker-0/INFO]: Loading Module Horses Swim
[11:16:15] [modloading-worker-0/INFO]: Loading Module Hoe Harvesting
[11:16:15] [modloading-worker-0/INFO]: Loading Module Grab Chickens
[11:16:15] [modloading-worker-0/INFO]: Loading Module Gold Tools Have Fortune
[11:16:15] [modloading-worker-0/INFO]: Loading Module Glass Shard
[11:16:15] [modloading-worker-0/INFO]: Loading Module Enhanced Ladders
[11:16:15] [modloading-worker-0/INFO]: Loading Module Emotes
[11:16:15] [modloading-worker-0/INFO]: Loading Module Dyeable Item Frames
[11:16:15] [modloading-worker-0/INFO]: Loading Module Dragon Scales
[11:16:15] [modloading-worker-0/INFO]: Loading Module Double Door Opening
[11:16:15] [modloading-worker-0/INFO]: Loading Module Coral On Cactus
[11:16:15] [modloading-worker-0/INFO]: Loading Module Compasses Work Everywhere
[11:16:15] [modloading-worker-0/INFO]: Loading Module Campfires Boost Elytra
[11:16:15] [modloading-worker-0/INFO]: Loading Module Better Elytra Rocket
[11:16:15] [modloading-worker-0/INFO]: Loading Module Automatic Recipe Unlock
[11:16:15] [modloading-worker-0/INFO]: Loading Module Armed Armor Stands
[11:16:15] [modloading-worker-0/INFO]: Loading Module Spiral Spires
[11:16:15] [modloading-worker-0/INFO]: Loading Module Permafrost
[11:16:15] [modloading-worker-0/INFO]: Loading Module No More Lava Pockets
[11:16:15] [modloading-worker-0/INFO]: Loading Module New Stone Types
[11:16:15] [modloading-worker-0/INFO]: Loading Module Nether Obsidian Spikes
[11:16:15] [modloading-worker-0/INFO]: Loading Module Monster Box
[11:16:15] [modloading-worker-0/INFO]: Loading Module Glimmering Weald
[11:16:15] [modloading-worker-0/INFO]: Loading Module Fairy Rings
[11:16:15] [modloading-worker-0/INFO]: Loading Module Corundum
[11:16:15] [modloading-worker-0/INFO]: Loading Module Chorus Vegetation
[11:16:15] [modloading-worker-0/INFO]: Loading Module Blossom Trees
[11:16:15] [modloading-worker-0/INFO]: Loading Module Big Stone Clusters
[11:16:15] [modloading-worker-0/INFO]: Loading Module Azalea Wood
[11:16:15] [modloading-worker-0/INFO]: Loading Module Ancient Wood
[11:16:15] [modloading-worker-0/INFO]: Loading Module Wraith
[11:16:15] [modloading-worker-0/INFO]: Loading Module Toretoise
[11:16:15] [modloading-worker-0/INFO]: Loading Module Stonelings
[11:16:15] [modloading-worker-0/INFO]: Loading Module Shiba
[11:16:15] [modloading-worker-0/INFO]: Loading Module Foxhound
[11:16:15] [modloading-worker-0/INFO]: Loading Module Forgotten
[11:16:15] [modloading-worker-0/INFO]: Loading Module Crabs
[11:16:15] [modloading-worker-0/INFO]: Loading Module Wool Shuts Up Minecarts
[11:16:15] [modloading-worker-0/INFO]: Loading Module Variant Animal Textures
[11:16:15] [modloading-worker-0/INFO]: Loading Module Uses For Curses
[11:16:15] [modloading-worker-0/INFO]: Loading Module Usage Ticker
[11:16:15] [modloading-worker-0/INFO]: Loading Module Soul Candles
[11:16:15] [modloading-worker-0/INFO]: Loading Module Microcrafting Helper
[11:16:15] [modloading-worker-0/INFO]: Loading Module Long Range Pick Block
[11:16:15] [modloading-worker-0/INFO]: Loading Module Improved Tooltips
[11:16:15] [modloading-worker-0/INFO]: Loading Module Greener Grass
[11:16:15] [modloading-worker-0/INFO]: Loading Module Elytra Indicator
[11:16:15] [modloading-worker-0/INFO]: Loading Module Chest Searching
[11:16:15] [modloading-worker-0/INFO]: Loading Module Camera
[11:16:15] [modloading-worker-0/INFO]: Loading Module Back Button Keybind
[11:16:15] [modloading-worker-0/INFO]: Loading Module Auto Walk Keybind
[11:16:15] [modloading-worker-0/INFO]: Loading Module Spawner Replacer
[11:16:15] [modloading-worker-0/INFO]: Loading Module Overlay Shader
[11:16:15] [modloading-worker-0/INFO]: Loading Module Narrator Readout
[11:16:15] [modloading-worker-0/INFO]: Loading Module Game Nerfs
[11:16:15] [modloading-worker-0/INFO]: Loading Module Enchantments Begone
[11:16:15] [modloading-worker-0/INFO]: Loading Module Adjustable Chat
[11:16:15] [modloading-worker-0/INFO]: Loading Module Totem Of Holding
[11:16:15] [modloading-worker-0/INFO]: Loading Module Tiny Potato
[11:16:15] [modloading-worker-0/INFO]: Loading Module Pipes
[11:16:15] [modloading-worker-0/INFO]: Loading Module Matrix Enchanting
[11:16:15] [modloading-worker-0/INFO]: Loading Module Magnets
[11:16:15] [modloading-worker-0/INFO]: Loading Module Crate
[11:16:15] [modloading-worker-0/INFO]: Loading Module Backpack
[11:16:15] [modloading-worker-0/INFO]: Dispatching Module Step CONSTRUCT_CLIENT
[11:16:15] [modloading-worker-0/INFO]: [Inventory Profiles Next] Inventory Profiles Next - init in Kotlin
[11:16:15] [modloading-worker-0/INFO]: Kotlin For Forge Enabled!
[11:16:15] [modloading-worker-0/INFO]: [libIPN] libIPN - init in Kotlin
[11:16:16] [Render thread/INFO]: Dispatching Module Step REGISTER
[11:16:17] [Render thread/INFO]: Dispatching Module Step POST_REGISTER
[11:16:18] [Render thread/INFO]: Initialized block sets in 7ms
[11:16:18] [Render thread/INFO]: Preparing Resource Pack injection.
[11:16:18] [Render thread/INFO]: Loaded archive Resource Pack from D:\Games\Mc\Instances\Starlight Society\config\openloader\resources\Glass Panes CTM Fix 1.19.2-1.0.zip.
[11:16:18] [Render thread/INFO]: Loaded archive Resource Pack from D:\Games\Mc\Instances\Starlight Society\config\openloader\resources\MC Connected CTM v1.3-1.19.2.zip.
[11:16:18] [Render thread/INFO]: Successfully injected 2/2 packs from D:\Games\Mc\Instances\Starlight Society\config\openloader\resources.
[11:16:19] [Render thread/INFO]: Hardware information:
[11:16:19] [Render thread/INFO]: CPU: 16x 12th Gen Intel(R) Core(TM) i7-12650H
[11:16:19] [Render thread/INFO]: GPU: NVIDIA GeForce RTX 3060 Laptop GPU/PCIe/SSE2 (Supports OpenGL 3.2.0 NVIDIA 528.49)
[11:16:19] [Render thread/INFO]: OS: Windows 10 (10.0)
[11:16:19] [Render thread/INFO]: Dispatching Module Step SETUP_CLIENT
[11:16:19] [Render thread/INFO]: Registering model layer quark:crab#main
[11:16:19] [Render thread/INFO]: Registering model layer quark:shiba#main
[11:16:19] [Render thread/INFO]: Registering model layer quark:quark_boat_chest#main
[11:16:19] [Render thread/INFO]: Registering model layer quark:wraith#main
[11:16:19] [Render thread/INFO]: Registering model layer quark:forgotten_hat#main
[11:16:19] [Render thread/INFO]: Registering model layer quark:stoneling#main
[11:16:19] [Render thread/INFO]: Registering model layer quark:toretoise#main
[11:16:19] [Render thread/INFO]: Registering model layer quark:quark_boat#main
[11:16:19] [Render thread/INFO]: Registering model layer quark:foxhound#main
[11:16:19] [Render thread/INFO]: Registering model layer quark:backpack#main
[11:16:19] [Render thread/INFO]: Dispatching Module Step REGISTER_TOOLTIP_COMPONENT_FACTORIES
[11:16:19] [Render thread/INFO]: Dispatching Module Step REGISTER_KEYBINDS
[11:16:19] [Render thread/INFO]: Narrator library for x64 successfully loaded
[11:16:19] [Render thread/INFO]: Reloading ResourceManager: Default, Mod Resources, Supplementaries Generated Pack, quark-emote-pack, Glass Panes CTM Fix 1.19.2-1.0.zip, MC Connected CTM v1.3-1.19.2.zip
[11:16:19] [Worker-Main7/WARN]: Detected invalid path 'textures/blocks/Truc.zip'. Oculus allows this path to be used, but the resource pack developer should fix it!
[11:16:19] [Worker-Main7/WARN]: Detected invalid path 'textures/blocks/Truc.zip'. Oculus allows this path to be used, but the resource pack developer should fix it!
[11:16:19] [Worker-Main7/WARN]: Detected invalid path 'textures/item/LICENSE'. Oculus allows this path to be used, but the resource pack developer should fix it!
[11:16:19] [Worker-Main7/WARN]: Detected invalid path 'textures/item/LICENSE'. Oculus allows this path to be used, but the resource pack developer should fix it!
[11:16:19] [Worker-Main4/WARN]: Detected invalid path 'config/ModIntegrationHintsNG.json'. Oculus allows this path to be used, but the resource pack developer should fix it!
[11:16:19] [Worker-Main4/WARN]: Detected invalid path 'config/ModIntegrationHintsNG.json'. Oculus allows this path to be used, but the resource pack developer should fix it!
[11:16:19] [Worker-Main4/WARN]: Detected invalid path 'config/exampleIntegrationHints.json'. Oculus allows this path to be used, but the resource pack developer should fix it!
[11:16:19] [Worker-Main4/WARN]: Detected invalid path 'config/exampleIntegrationHints.json'. Oculus allows this path to be used, but the resource pack developer should fix it!
[11:16:19] [Worker-Main7/WARN]: Detected invalid path 'models/block/lava_lily/volcanic_accumulator_grate_v01 - Copy.json'. Oculus allows this path to be used, but the resource pack developer should fix it!
[11:16:19] [Worker-Main7/WARN]: Detected invalid path 'models/block/lava_lily/volcanic_accumulator_grate_v01 - Copy.json'. Oculus allows this path to be used, but the resource pack developer should fix it!
[11:16:19] [Worker-Main5/WARN]: Detected invalid path 'lang/README.txt'. Oculus allows this path to be used, but the resource pack developer should fix it!
[11:16:19] [Worker-Main5/WARN]: Detected invalid path 'lang/README.txt'. Oculus allows this path to be used, but the resource pack developer should fix it!
[11:16:19] [Worker-Main5/WARN]: Detected invalid path 'libIPN-logo.png'. Oculus allows this path to be used, but the resource pack developer should fix it!
[11:16:19] [Worker-Main5/WARN]: Detected invalid path 'libIPN-logo.png'. Oculus allows this path to be used, but the resource pack developer should fix it!
[11:16:19] [Worker-Main4/WARN]: Detected invalid path 'lang/Localization Readme.md'. Oculus allows this path to be used, but the resource pack developer should fix it!
[11:16:19] [Worker-Main4/WARN]: Detected invalid path 'lang/Localization Readme.md'. Oculus allows this path to be used, but the resource pack developer should fix it!
[11:16:19] [Worker-Main4/WARN]: Detected invalid path 'models/block/steam_whistle/Whistle.bbmodel'. Oculus allows this path to be used, but the resource pack developer should fix it!
[11:16:19] [Worker-Main4/WARN]: Detected invalid path 'models/block/steam_whistle/Whistle.bbmodel'. Oculus allows this path to be used, but the resource pack developer should fix it!
[11:16:19] [Worker-Main5/WARN]: Detected invalid path 'models/item/extendo_grip/Extender.bbmodel'. Oculus allows this path to be used, but the resource pack developer should fix it!
[11:16:19] [Worker-Main5/WARN]: Detected invalid path 'models/item/extendo_grip/Extender.bbmodel'. Oculus allows this path to be used, but the resource pack developer should fix it!
[11:16:19] [Worker-Main4/WARN]: Detected invalid path 'models/block/machine_base/Machine Base and Inserter.bbmodel'. Oculus allows this path to be used, but the resource pack developer should fix it!
[11:16:19] [Worker-Main4/WARN]: Detected invalid path 'models/block/machine_base/Machine Base and Inserter.bbmodel'. Oculus allows this path to be used, but the resource pack developer should fix it!
[11:16:19] [Worker-Main5/WARN]: Detected invalid path 'models/block/weighted_ejector/weighted_ejector - Shortcut.lnk'. Oculus allows this path to be used, but the resource pack developer should fix it!
[11:16:19] [Worker-Main5/WARN]: Detected invalid path 'models/block/weighted_ejector/weighted_ejector - Shortcut.lnk'. Oculus allows this path to be used, but the resource pack developer should fix it!
[11:16:19] [Worker-Main5/WARN]: Detected invalid path 'models/block/weighted_ejector/weighted depot.bbmodel'. Oculus allows this path to be used, but the resource pack developer should fix it!
[11:16:19] [Worker-Main5/WARN]: Detected invalid path 'models/block/weighted_ejector/weighted depot.bbmodel'. Oculus allows this path to be used, but the resource pack developer should fix it!
[11:16:19] [Worker-Main4/WARN]: Detected invalid path 'models/block/weighted_ejector/weighted_ejector - Shortcut.lnk'. Oculus allows this path to be used, but the resource pack developer should fix it!
[11:16:19] [Worker-Main4/WARN]: Detected invalid path 'models/block/weighted_ejector/weighted_ejector - Shortcut.lnk'. Oculus allows this path to be used, but the resource pack developer should fix it!
[11:16:19] [Worker-Main4/WARN]: Detected invalid path 'models/block/weighted_ejector/weighted depot.bbmodel'. Oculus allows this path to be used, but the resource pack developer should fix it!
[11:16:19] [Worker-Main4/WARN]: Detected invalid path 'models/block/weighted_ejector/weighted depot.bbmodel'. Oculus allows this path to be used, but the resource pack developer should fix it!
[11:16:19] [Worker-Main4/WARN]: Detected invalid path 'models/block/steam_engine/Steam Piston.bbmodel'. Oculus allows this path to be used, but the resource pack developer should fix it!
[11:16:19] [Worker-Main4/WARN]: Detected invalid path 'models/block/steam_engine/Steam Piston.bbmodel'. Oculus allows this path to be used, but the resource pack developer should fix it!
[11:16:19] [Worker-Main4/WARN]: Detected invalid path 'models/item/extendo_grip/Extender.bbmodel'. Oculus allows this path to be used, but the resource pack developer should fix it!
